identifiant;libelle_du_site;caracteristique_du_site;adresse;complement_d_adresse;lieu_dit;code_postal;localite;pays;latitude;longitude;precision_du_geocodage;numero_de_telephone;identifiant_du_site;site_acores_de_rattachement;code_insee;latlong;dep
PARIS CHAMP DE MARS BP;Bureau de Poste;37 AVENUE RAPP;;;75007;PARIS;FRANCE;48.858496;2.300729;Géocodé au numéro;3631;14254A;;75107;48.858496, 2.300729;75
SEPTEUIL BP;Bureau de Poste;1 RUE MAURICE CLERET;;;78790;SEPTEUIL;FRANCE;48.892766;1.680097;Géocodé au numéro;3631;15016A;;78591;48.892766, 1.680097;78
PARIS BROCHANT;Bureau de Poste;141 AVENUE DE CLICHY;;;75017;PARIS;FRANCE;48.891062;2.319245;Géocodé au numéro;3631;14172A;;75117;48.891062, 2.319245;75
PARIS CONVENTION;Bureau de Poste;204 BIS RUE DE LA CONVENTION;;;75015;PARIS;FRANCE;48.8369;2.297;Géocodé au numéro;3631;14235A;;75115;48.8369, 2.297;75
BOULOGNE BILLANCOURT SUD;Bureau de Poste;243 BIS BOULEVARD JEAN JAURES;;;92100;BOULOGNE BILLANCOURT;FRANCE;48.828898;2.24623;Géocodé au numéro;3631;17106A;;92012;48.828898, 2.24623;92
VIRY CHATILLON HOTEL DE VILLE;Bureau de Poste;12 RUE HENRI BARBUSSE;;;91170;VIRY CHATILLON;FRANCE;48.672594;2.375554;Géocodé au numéro;3631;17007A;;91687;48.672594, 2.375554;91
MORSANG SUR ORGE;Bureau de Poste;31 AV PAUL VAILLANT COUTURIER;;;91390;MORSANG SUR ORGE;FRANCE;48.653093;2.35153;Géocodé au numéro;3631;16975A;;91434;48.653093, 2.35153;91
SARTROUVILLE JEAN JAURES;Bureau de Poste;36 B AVENUE JEAN JAURES;;;78500;SARTROUVILLE;FRANCE;48.940693;2.160469;Géocodé au numéro;3631;15048A;;78586;48.940693, 2.160469;78
VELIZY VILLACOUBLAY LE MAIL;Bureau de Poste;3 RUE PAULHAN;;;78140;VELIZY VILLACOUBLAY;FRANCE;48.785095;2.181087;Géocodé au numéro;3631;15025A;;78640;48.785095, 2.181087;78
VANVES HOTEL DE VILLE BP;Bureau de Poste;1 AVENUE MARCEL MARTINIE;;;92170;VANVES;FRANCE;48.820638;2.290615;Géocodé au numéro;3631;17097A;;92075;48.820638, 2.290615;92
CHAMPAGNE SUR SEINE BP;Bureau de Poste;1 PLACE PAUL JAY;;;77430;CHAMPAGNE SUR SEINE;FRANCE;48.399472;2.798132;Géocodé au numéro;3631;14664A;;77079;48.399472, 2.798132;77
FONTENAY AUX ROSES BP;Bureau de Poste;99 RUE BOUCICAUT;;;92260;FONTENAY AUX ROSES;FRANCE;48.792197;2.285077;Géocodé au numéro;3631;17077A;;92032;48.792197, 2.285077;92
BREUILLET;Bureau de Poste;6 RUE DE LA TOURNEE;;;91650;BREUILLET;FRANCE;48.566996;2.17005;Géocodé au numéro;3631;16928A;;91105;48.566996, 2.17005;91
MALAKOFF CENTRE;Bureau de Poste;32 RUE GABRIEL CRIE;;;92240;MALAKOFF;FRANCE;48.8223;2.3011;Géocodé au numéro;3631;17084A;;92046;48.8223, 2.3011;92
NEUILLY SUR MARNE FAUVETTES BP;Bureau de Poste;37 PLACE DU ROUSSILLON;;;93330;NEUILLY SUR MARNE;FRANCE;48.865897;2.533685;Géocodé au numéro;3631;17279A;;93050;48.865897, 2.533685;93
LE PERREUX SUR MARNE;Bureau de Poste;101 AVENUE GEORGES CLEMENCEAU;;;94170;LE PERREUX SUR MARNE;FRANCE;48.842593;2.503476;Géocodé au numéro;3631;17325A;;94058;48.842593, 2.503476;94
AULNAY SOUS BOIS PARINOR BP;Bureau de Poste;CENTRE COMMERCIAL PARINOR;;;93600;AULNAY SOUS BOIS;FRANCE;48.955597;2.476261;Géocodé au numéro;3631;17286A;;93005;48.955597, 2.476261;93
CHAMPIGNY PLATEAU BP;Bureau de Poste;56 AVENUE DE COEUILLY;;;94500;CHAMPIGNY SUR MARNE;FRANCE;48.812199;2.526337;Géocodé au numéro;3631;17346A;;94017;48.812199, 2.526337;94
STAINS CLOS SAINT LAZARE BP;Bureau de Poste;1 RUE ALFRED DE MUSSET;;;93240;STAINS;FRANCE;48.949013;2.374987;Géocodé au numéro;3631;17276A;;93072;48.949013, 2.374987;93
BOUVILLE APC AP;Agence postale communale;RUE DE LA MAIRIE;MAIRIE DE BOUVILLE;;91880;BOUVILLE;FRANCE;48.43194;2.26983;Géocodé au numéro;3631;14956B;16946A;91100;48.43194, 2.26983;91
MAGNY LE BUISSON BP;Bureau de Poste;PLACE DU 19 MARS 1962;QUARTIER DU BUISSON;;78114;MAGNY LES HAMEAUX;FRANCE;48.718696;2.102526;Géocodé au numéro;3631;14916A;;78356;48.718696, 2.102526;78
CHATEAUFORT AP;Agence postale communale;PLACE DE LA MAIRIE;;;78117;CHATEAUFORT;FRANCE;48.735994;2.091128;Géocodé au milieu de la rue;3631;14927A;14972A;78143;48.735994, 2.091128;78
LES ESSARTS LE ROI BP;Bureau de Poste;5 AVENUE DE LA GARE;;;78690;LES ESSARTS LE ROI;FRANCE;48.718989;1.893449;Géocodé au numéro;3631;14944A;;78220;48.718989, 1.893449;78
VERSAILLES PORCHEFONTAINE BP;Bureau de Poste;82 RUE YVES LE COZ;;;78000;VERSAILLES;FRANCE;48.795298;2.15627;Géocodé au numéro;3631;15056A;;78646;48.795298, 2.15627;78
LA FERTE SOUS JOUARRE;Bureau de Poste;4 RUE GAMBETTA;;;77260;LA FERTE SOUS JOUARRE;FRANCE;48.947117;3.127697;Géocodé au numéro;3631;14718A;;77183;48.947117, 3.127697;77
LE PORT MARLY BP;Bureau de Poste;9 AVENUE SIMON VOUET;;;78560;LE PORT MARLY;FRANCE;48.878394;2.111859;Géocodé au numéro;3631;15004A;;78502;48.878394, 2.111859;78
LIZY SUR OURCQ BP;Bureau de Poste;3 RUE DE L EGLISE;;;77440;LIZY SUR OURCQ;FRANCE;49.025012;3.019021;Géocodé au numéro;3631;14751A;;77257;49.025012, 3.019021;77
BOUGIVAL BP;Bureau de Poste;46 B RUE DU GENERAL LECLERC;;;78380;BOUGIVAL;FRANCE;48.864198;2.139697;Géocodé au numéro;3631;14911A;;78092;48.864198, 2.139697;78
GUERARD BP;Bureau de Poste;22 GRANDE RUE;;;77580;GUERARD;FRANCE;48.824241;2.957169;Géocodé au numéro;3631;14732A;;77219;48.824241, 2.957169;77
NOISEAU AGENCE POSTALE COMMUNALE AP;Agence postale communale;2 RUE PIERRE VIENOT;;;94880;NOISEAU;FRANCE;48.774454;2.548979;Géocodé au milieu d un îlot;3631;11958D;17301A;94053;48.774454, 2.548979;94
NOISY LE GRAND PIMMS AP;Agence postale communale;11 MAIL FREDERICO GARCIA LORCA;;;93160;NOISY LE GRAND;FRANCE;48.838597;2.556768;Géocodé au numéro;3631;72786A;17289A;93051;48.838597, 2.556768;93
PARIS FRANCOIS BONVIN BP;Bureau de Poste;8 RUE FRANCOIS BONVIN;;;75015;PARIS;FRANCE;48.845798;2.305041;Géocodé au numéro;3631;14189A;;75115;48.845798, 2.305041;75
PARIS CHERCHE MIDI;Bureau de Poste;111 RUE DE SEVRES;;;75006;PARIS;FRANCE;48.847994;2.319897;Géocodé au numéro;3631;14226A;;75106;48.847994, 2.319897;75
PARIS TRINITE BP;Bureau de Poste;78 RUE TAITBOUT;;;75009;PARIS;FRANCE;48.876898;2.335556;Géocodé au numéro;3631;14249A;;75109;48.876898, 2.335556;75
PARIS TAHITI BP;Bureau de Poste;68 BOULEVARD DE REUILLY;;;75012;PARIS;FRANCE;48.8394;2.3986;Géocodé au numéro;3631;14173A;;75112;48.8394, 2.3986;75
PARIS EXELMANS RELAIS POSTE RP;Relais poste commerçant;136 AVENUE DE VERSAILLES;;;75016;PARIS;FRANCE;;;Géocodé au centre de la commune;3631;10462D;14325A;75116;;75
SAULX LES CHARTREUX BP;Bureau de Poste;3 RUE DE LA DIVISION LECLERC;;;91160;SAULX LES CHARTREUX;FRANCE;48.693193;2.270797;Géocodé au numéro;3631;16994A;;91587;48.693193, 2.270797;91
RAMBOUILLET CLAIRIERE BP;Bureau de Poste;17 PLACE DE L EUROPE;;;78120;RAMBOUILLET;FRANCE;48.647797;1.856398;Géocodé au numéro;3631;15046A;;78517;48.647797, 1.856398;78
BRIIS SOUS FORGES BP;Bureau de Poste;PLACE DE LA LIBERATION;;;91640;BRIIS SOUS FORGES;FRANCE;48.62497;2.124385;Géocodé au numéro;3631;16929A;;91111;48.62497, 2.124385;91
PARIS PERE LACHAISE;Bureau de Poste;103 AVENUE DE LA REPUBLIQUE;;;75011;PARIS;FRANCE;48.863191;2.385849;Géocodé au numéro;3631;14291A;;75111;48.863191, 2.385849;75
PARIS SEVRES BABYLONE RASPAIL BP;Bureau de Poste;3 RUE DUPIN;;;75006;PARIS;FRANCE;48.850196;2.324989;Géocodé au numéro;3631;14306A;;75106;48.850196, 2.324989;75
PARIS SAINT FARGEAU BP;Bureau de Poste;73 BOULEVARD MORTIER;;;75020;PARIS;FRANCE;48.869244;2.40878;Géocodé au numéro;3631;14353A;;75120;48.869244, 2.40878;75
PARIS PORTE DE LA CHAPELLE;Bureau de Poste;91 RUE DE LA CHAPELLE;;;75018;PARIS;FRANCE;48.8982;2.3586;Géocodé au numéro;3631;14361A;;75118;48.8982, 2.3586;75
PARIS RASPAIL BP;Bureau de Poste;3 BOULEVARD RASPAIL;;;75007;PARIS;FRANCE;48.855517;2.325906;Géocodé au numéro;3631;14380A;;75107;48.855517, 2.325906;75
PARIS MENILMONTANT BP;Bureau de Poste;9 RUE ETIENNE DOLET;;;75020;PARIS;FRANCE;48.8678;2.3839;Géocodé au numéro;3631;14267A;;75120;48.8678, 2.3839;75
PARIS SIMON BOLIVAR;Bureau de Poste;8 RUE CLAVEL;;;75019;PARIS;FRANCE;48.874696;2.384838;Géocodé au numéro;3631;14282A;;75119;48.874696, 2.384838;75
GRIGNY LA GRANDE BORNE BP;Bureau de Poste;17 PLACE AUX HERBES;;;91350;GRIGNY;FRANCE;48.653997;2.372967;Géocodé au milieu de la rue;3631;17054A;;91286;48.653997, 2.372967;91
LIVRY GARGAN PRINCIPAL;Bureau de Poste;7 PLACE FRANCOIS MITTERRAND;;;93190;LIVRY GARGAN;FRANCE;48.919796;2.537217;Géocodé au numéro;3631;17197A;;93046;48.919796, 2.537217;93
VERRIERES LE BUISSON;Bureau de Poste;22 RUE DE PARON;;;91370;VERRIERES LE BUISSON;FRANCE;48.745999;2.268827;Géocodé au numéro;3631;16998A;;91645;48.745999, 2.268827;91
NEUILLY SABLONS;Bureau de Poste;4 RUE LOUIS PHILIPPE;;;92200;NEUILLY SUR SEINE;FRANCE;48.881797;2.271497;Géocodé au numéro;3631;17155A;;92051;48.881797, 2.271497;92
MASSY JULES FERRY BP;Bureau de Poste;23 RUE MARX DORMOY;;;91300;MASSY;FRANCE;48.730992;2.274961;Géocodé au numéro;3631;17049A;;91377;48.730992, 2.274961;91
LE RAINCY;Bureau de Poste;98 AVENUE DE LA RESISTANCE;;;93340;LE RAINCY;FRANCE;48.896609;2.515168;Géocodé au numéro;3631;17210A;;93062;48.896609, 2.515168;93
MEUDON REPUBLIQUE;Bureau de Poste;17 RUE DE LA REPUBLIQUE;;;92190;MEUDON;FRANCE;48.809593;2.236275;Géocodé au numéro;3631;17086A;;92048;48.809593, 2.236275;92
LPR TAVERNY CARREFOUR CITY RP;Relais poste commerçant;215 RUE DE PARIS;LPR CARREFOUR CITY;;95150;TAVERNY;FRANCE;49.0266;2.2243;Géocodé au numéro;3631;11833D;17502A;95607;49.0266, 2.2243;95
SERRIS VAL D EUROPE BP;Bureau de Poste;10 COURS DU DANUBE;ZAC DU VAL D EUROPE;;77700;SERRIS;FRANCE;48.854899;2.775137;Géocodé au numéro;3631;14745A;;77449;48.854899, 2.775137;77
SAINT PIERRE LES NEMOURS BP;Bureau de Poste;RUE DU GUINEBERT;;;77140;ST PIERRE LES NEMOURS;FRANCE;48.271362;2.678498;Géocodé au numéro;3631;14814A;;77431;48.271362, 2.678498;77
FONTAINEBLEAU LES MARECHAUX BP;Bureau de Poste;238 RUE GRANDE;;;77300;FONTAINEBLEAU;FRANCE;48.412097;2.70575;Géocodé au numéro;3631;14878A;;77186;48.412097, 2.70575;77
BOBIGNY JAURES BP;Bureau de Poste;178 AVENUE JEAN JAURES;;;93000;BOBIGNY;FRANCE;48.909083;2.43792;Géocodé au numéro;3631;14734B;;93008;48.909083, 2.43792;93
DAMPMART BP;Bureau de Poste;9 RUE DE LA REPUBLIQUE;;;77400;DAMPMART;FRANCE;48.886054;2.735675;Géocodé au numéro;3631;14704A;;77155;48.886054, 2.735675;77
LESIGNY BP;Bureau de Poste;13 RUE DE VILLARCEAU;;;77150;LESIGNY;FRANCE;48.744711;2.615695;Géocodé au numéro;3631;14747A;;77249;48.744711, 2.615695;77
LOGNES BP;Bureau de Poste;4 MAIL GASTON PLANTE;;;77185;LOGNES;FRANCE;48.841196;2.631138;Géocodé au numéro;3631;14752A;;77258;48.841196, 2.631138;77
MONTHYON BP;Bureau de Poste;2 RUE DES MOULINS;;;77122;MONTHYON;FRANCE;49.008693;2.82637;Géocodé au numéro;3631;14773A;;77309;49.008693, 2.82637;77
VILLENEUVE ST GEORGES GRAVIERS BP;Bureau de Poste;RUE ROLAND GARROS;CC DES GRAVIERS;;94190;VILLENEUVE ST GEORGES;FRANCE;48.751796;2.451791;Géocodé au numéro;3631;17378A;;94078;48.751796, 2.451791;94
RUEIL MALMAISON PLATEAU BP;Bureau de Poste;PLACE DES MAITRES VIGNERONS;;;92500;RUEIL MALMAISON;FRANCE;48.872794;2.192581;Géocodé au numéro;3631;17169A;;92063;48.872794, 2.192581;92
VAL DE FONTENAY BP;Bureau de Poste;9 AVENUE DU VAL DE FONTENAY;;;94120;FONTENAY SOUS BOIS;FRANCE;48.853801;2.487852;Géocodé au numéro;3631;17320A;;94033;48.853801, 2.487852;94
BOURRON MARLOTTE BP;Bureau de Poste;191 RUE DU GENERAL LECLERC;;;77780;BOURRON MARLOTTE;FRANCE;48.34071;2.716954;Géocodé au numéro;3631;14657A;;77048;48.34071, 2.716954;77
BRUYERES SUR OISE BP;Bureau de Poste;1 RUE DE MORANGLES;;;95820;BRUYERES SUR OISE;FRANCE;49.157314;2.324219;Géocodé au numéro;3631;17437A;;95116;49.157314, 2.324219;95
CHELLES PRINCIPAL;Bureau de Poste;5 AVENUE DE LA RESISTANCE;;;77500;CHELLES;FRANCE;48.878396;2.587446;Géocodé au numéro;3631;14680A;;77108;48.878396, 2.587446;77
MONTFERMEIL MODIGLIANI BP;Bureau de Poste;6 RUE MODIGLIANI;;;93370;MONTFERMEIL;FRANCE;48.903595;2.556049;Géocodé au numéro;3631;17261A;;93047;48.903595, 2.556049;93
BRAY SUR SEINE BP;Bureau de Poste;RUE DES TAUPINS;;;77480;BRAY SUR SEINE;FRANCE;48.414323;3.239949;Géocodé au numéro;3631;14658A;;77051;48.414323, 3.239949;77
RPU FRANPRIX ISSY LES MOULINEAUX RP;Relais poste commerçant;54 RUE D EREVAN;CENTRE COMMERCIAL DES EPINETTES;;92130;ISSY LES MOULINEAUX;FRANCE;;;Géocodé au centre de la commune;3631;11659D;17115A;92040;;92
PARIS RPU PAUL VALERY RP;Relais poste commerçant;37 RUE LAURISTON;;;75016;PARIS;FRANCE;;;Géocodé au centre de la commune;3631;11634D;14297A;75116;;75
DRANCY RPU BARBUSSE RP;Relais poste commerçant;119 AVENUE HENRI BARBUSSE;FRANPRIX;;93700;DRANCY;FRANCE;48.9193;2.4499;Géocodé au numéro;3631;11472D;17190A;93029;48.9193, 2.4499;93
PONTAULT VILLAGE BP;Bureau de Poste;76 AVENUE LUCIEN BRUNET;;;77340;PONTAULT COMBAULT;FRANCE;48.783196;2.601077;Géocodé au numéro;3631;14879A;;77373;48.783196, 2.601077;77
LA CHAPELLE GAUTHIER BP;Bureau de Poste;52 BOULEVARD ROBERT;;;77720;LA CHAPELLE GAUTHIER;FRANCE;48.549767;2.900663;Géocodé au numéro;3631;14668A;;77086;48.549767, 2.900663;77
CHESSY EURODISNEYLAND BP;Bureau de Poste;RER CHESSY MARNE LA VALLEE;;;77700;CHESSY;FRANCE;48.868094;2.782197;Géocodé au numéro;3631;14682A;;77111;48.868094, 2.782197;77
PARIS CITE UNIVERSITAIRE BP;Bureau de Poste;19 BOULEVARD JOURDAN;;;75014;PARIS;FRANCE;48.819829;2.338563;Géocodé au numéro;3631;14385A;;75114;48.819829, 2.338563;75
PARIS LE MARAIS BP;Bureau de Poste;27 RUE DES FRANCS BOURGEOIS;;;75004;PARIS;FRANCE;48.857195;2.361586;Géocodé au numéro;3631;14308A;;75104;48.857195, 2.361586;75
PARIS LA FONTAINE BP;Bureau de Poste;3 RUE JEAN DE LAFONTAINE;;;75016;PARIS;FRANCE;48.852447;2.27529;Géocodé au numéro;3631;14344A;;75116;48.852447, 2.27529;75
PARIS LA TREMOILLE BP;Bureau de Poste;24 RUE DE LA TREMOILLE;;;75008;PARIS;FRANCE;48.867338;2.303815;Géocodé au numéro;3631;14312A;;75108;48.867338, 2.303815;75
PARIS CHATEAU ROUGE;Bureau de Poste;39 BOULEVARD BARBES;;;75018;PARIS;FRANCE;48.887898;2.349498;Géocodé au numéro;3631;14256A;;75118;48.887898, 2.349498;75
PARIS LOURMEL BP;Bureau de Poste;38 RUE DE LOURMEL;;;75015;PARIS;FRANCE;48.848192;2.290087;Géocodé au numéro;3631;14290A;;75115;48.848192, 2.290087;75
CHATENAY SUR SEINE AP;Agence postale communale;GRANDE RUE;;;77126;CHATENAY SUR SEINE;FRANCE;48.4162;3.097477;Géocodé au centre de la commune;3631;14674A;14771A;77101;48.4162, 3.097477;77
PARIS LES TOURELLES BP;Bureau de Poste;339 B RUE DE BELLEVILLE;;;75019;PARIS;FRANCE;48.876967;2.405076;Géocodé au numéro;3631;14321A;;75119;48.876967, 2.405076;75
PARIS BEAUGRENELLE / LOURMEL;Bureau de Poste;67 AVENUE EMILE ZOLA;;;75015;PARIS;FRANCE;48.846627;2.285077;Géocodé au numéro;3631;14364A;;75115;48.846627, 2.285077;75
CHANGIS SUR MARNE BP;Bureau de Poste;28 RUE DU MONCEY;;;77660;CHANGIS SUR MARNE;FRANCE;48.956949;3.020021;Géocodé au numéro;3631;14667A;;77084;48.956949, 3.020021;77
PARIS DAUMESNIL TAHITI;Bureau de Poste;168 B AVENUE DAUMESNIL;;;75012;PARIS;FRANCE;48.839929;2.393895;Géocodé au numéro;3631;14283A;;75112;48.839929, 2.393895;75
PARIS REINE BLANCHE;Bureau de Poste;21 RUE DE LA REINE BLANCHE;;;75013;PARIS;FRANCE;48.836292;2.353679;Géocodé au numéro;3631;14303A;;75113;48.836292, 2.353679;75
PARIS ORGUES DE FLANDRE;Bureau de Poste;67 AVENUE DE FLANDRE;;;75019;PARIS;FRANCE;48.888651;2.373939;Géocodé au numéro;3631;14302A;;75119;48.888651, 2.373939;75
PARIS PYRENEES;Bureau de Poste;250 RUE DES PYRENEES;;;75020;PARIS;FRANCE;48.868498;2.39569;Géocodé au numéro;3631;14240A;;75120;48.868498, 2.39569;75
PARIS SEGUR BP;Bureau de Poste;6 RUE VALENTIN HAUY;;;75015;PARIS;FRANCE;48.847;2.3101;Géocodé au numéro;3631;14268A;;75115;48.847, 2.3101;75
PARIS MOZART BP;Bureau de Poste;28 AVENUE MOZART;;;75016;PARIS;FRANCE;48.8565;2.2716;Géocodé au numéro;3631;14214A;;75116;48.8565, 2.2716;75
PARIS RPU LOUVRE RP;Relais poste commerçant;44 RUE DU LOUVRE;;;75001;PARIS;FRANCE;;;Géocodé au centre de la commune;3631;11822D;14222A;75101;;75
VILLABE AP;Agence postale communale;13 AVENUE DU 8 MAI 1945;;;91100;VILLABE;FRANCE;48.588494;2.45414;Géocodé au numéro;3631;17003A;16938A;91659;48.588494, 2.45414;91
ASNIERES BOURGUIGNONS BP;Bureau de Poste;186 BOULEVARD VOLTAIRE;;;92600;ASNIERES SUR SEINE;FRANCE;48.918497;2.282878;Géocodé au numéro;3631;17102A;;92004;48.918497, 2.282878;92
VIRY CHATILLON PROVENCE BP;Bureau de Poste;25 AVENUE DE PROVENCE;;;91170;VIRY CHATILLON;FRANCE;48.668193;2.361401;Géocodé au numéro;3631;17038A;;91687;48.668193, 2.361401;91
PARIS PALAIS DU LUXEMBOURG;Bureau de Poste;15 RUE DE VAUGIRARD;;;75006;PARIS;FRANCE;48.849199;2.337695;Géocodé au numéro;3631;14350A;;75106;48.849199, 2.337695;75
MANTES LA JOLIE GAMBETTA;Bureau de Poste;17 RUE GAMBETTA;;;78200;MANTES LA JOLIE;FRANCE;48.989296;1.716888;Géocodé au numéro;3631;15069A;;78361;48.989296, 1.716888;78
PARIS BIENVENUE;Bureau de Poste;42 BOULEVARD DE VAUGIRARD;;;75015;PARIS;FRANCE;48.841297;2.316917;Géocodé au numéro;3631;14327A;;75115;48.841297, 2.316917;75
PARIS VICTOR HUGO;Bureau de Poste;123 AVENUE VICTOR HUGO;;;75116;PARIS;FRANCE;48.868096;2.282099;Géocodé au numéro;3631;14297A;;75116;48.868096, 2.282099;75
MASSY OPERA;Bureau de Poste;PLACE DE FRANCE;;;91300;MASSY;FRANCE;48.7325;2.28981;Géocodé au numéro;3631;16966A;;91377;48.7325, 2.28981;91
AUBERVILLIERS MONTFORT BP;Bureau de Poste;166 RUE DANIELLE CASANOVA;CENTRE COMMERCIAL EMILE DUBOIS;;93300;AUBERVILLIERS;FRANCE;48.914797;2.403078;Géocodé au numéro;3631;17248A;;93001;48.914797, 2.403078;93
GENNEVILLIERS GRESILLONS BP;Bureau de Poste;31 RUE FRANCOIS KOVAC;;;92230;GENNEVILLIERS;FRANCE;48.917164;2.301191;Géocodé au numéro;3631;17114A;;92036;48.917164, 2.301191;92
CHAILLY EN BIERE BP;Bureau de Poste;12 ROUTE DE FONTAINEBLEAU;;;77930;CHAILLY EN BIERE;FRANCE;48.465254;2.606943;Géocodé au numéro;3631;14663A;;77069;48.465254, 2.606943;77
SURESNES CITE JARDINS BP;Bureau de Poste;PLACE DE LA PAIX;;;92150;SURESNES;FRANCE;48.864397;2.206009;Géocodé au numéro;3631;17129A;;92073;48.864397, 2.206009;92
BONDY PRINCIPAL BP;Bureau de Poste;2 RUE DE LA PHILOSOPHIE;;;93140;BONDY;FRANCE;48.889699;2.495069;Géocodé au numéro;3631;17287A;;93010;48.889699, 2.495069;93
CACHAN PRINCIPAL;Bureau de Poste;3 RUE CAMILLE DESMOULINS;;;94230;CACHAN;FRANCE;48.794293;2.335001;Géocodé au numéro;3631;17298A;;94016;48.794293, 2.335001;94
BOBIGNY ROBESPIERRE;Bureau de Poste;33 RUE DE VIENNE;;;93000;BOBIGNY;FRANCE;48.911033;2.466406;Géocodé au numéro;3631;17240A;;93008;48.911033, 2.466406;93
BAGNOLET MALASSIS BP;Bureau de Poste;3 RUE GIRARDOT;;;93170;BAGNOLET;FRANCE;48.875684;2.4251;Géocodé au numéro;3631;17264A;;93006;48.875684, 2.4251;93
CLICHY VENDOME BP;Bureau de Poste;106 RUE MARTRE;;;92110;CLICHY;FRANCE;48.904898;2.304432;Géocodé au numéro;3631;17119A;;92024;48.904898, 2.304432;92
MELUN GALLIENI BP;Bureau de Poste;3 PLACE GALLIENI;;;77000;MELUN;FRANCE;48.527989;2.656235;Géocodé au numéro;3631;14654A;;77288;48.527989, 2.656235;77
COMBS LA VILLE BP;Bureau de Poste;8 RUE PABLO PICASSO;ZAC SUD;;77380;COMBS LA VILLE;FRANCE;48.6588;2.564027;Géocodé au numéro;3631;14688A;;77122;48.6588, 2.564027;77
PARIS PORTE DOREE BP;Bureau de Poste;15 B RUE ROTTEMBOURG;;;75012;PARIS;FRANCE;48.838295;2.405759;Géocodé au numéro;3631;14356A;;75112;48.838295, 2.405759;75
PARIS PERNETY PLAISANCE;Bureau de Poste;52 RUE PERNETY;;;75014;PARIS;FRANCE;48.834593;2.317096;Géocodé au numéro;3631;14298A;;75114;48.834593, 2.317096;75
PARIS OLYMPIADES;Bureau de Poste;19 RUE SIMONE WEIL;;;75013;PARIS;FRANCE;48.823995;2.363475;Géocodé au numéro;3631;14360A;;75113;48.823995, 2.363475;75
CHENOISE BP;Bureau de Poste;2 RUE DE LA FORET;;;77160;CHENOISE;FRANCE;48.616509;3.195051;Géocodé au numéro;3631;14681A;;77109;48.616509, 3.195051;77
PARIS SORBONNE BP;Bureau de Poste;13 RUE CUJAS;;;75005;PARIS;FRANCE;48.84761;2.342934;Géocodé au numéro;3631;14317A;;75105;48.84761, 2.342934;75
PARIS TURGOT;Bureau de Poste;20 RUE TURGOT;;;75009;PARIS;FRANCE;48.880996;2.345149;Géocodé au numéro;3631;14294A;;75109;48.880996, 2.345149;75
BARBIZON BP;Bureau de Poste;20 GRANDE RUE;;;77630;BARBIZON;FRANCE;48.443987;2.6094;Géocodé au numéro;3631;14648A;;77022;48.443987, 2.6094;77
GRIGNY GRANDE BORNE AP;Agence postale communale;RUE DE LA PLAINE;CENTRE DE VIE SOCIALE MAISON M CURIE;;91350;GRIGNY;FRANCE;48.6499;2.3768;Géocodé au numéro;3631;11280D;17007A;91286;48.6499, 2.3768;91
MONTRY AP;Agence postale communale;2 BIS RUE DU DOCTEUR ROUX;PLACE DE LA MAIRIE;;77450;MONTRY;FRANCE;48.887;2.8278;Géocodé au numéro;3631;11173D;14710A;77315;48.887, 2.8278;77
VILLEJUIF MARRONNIERS BP;Bureau de Poste;137 RUE JEAN JAURES;ZAC DES MARRONNIERS;;94800;VILLEJUIF;FRANCE;48.790264;2.366916;Géocodé au numéro;3631;17317A;;94076;48.790264, 2.366916;94
CHEVILLY LARUE;Bureau de Poste;RUE DE PROVENCE;ZAC COEUR DE VILLE;;94550;CHEVILLY LARUE;FRANCE;48.7721;2.359288;Géocodé au numéro;3631;17302A;;94021;48.7721, 2.359288;94
SAINT MAURICE LECLERC BP;Bureau de Poste;23 RUE DU MARECHAL LECLERC;;;94410;ST MAURICE;FRANCE;48.818155;2.421835;Géocodé au numéro;3631;17331A;;94069;48.818155, 2.421835;94
VITRY MOULIN VERT BP;Bureau de Poste;11 RUE GERARD PHILIPE;;;94400;VITRY SUR SEINE;FRANCE;48.775196;2.377838;Géocodé au numéro;3631;17376A;;94081;48.775196, 2.377838;94
GENTILLY CHAPERON VERT BP;Bureau de Poste;1ER AVENUE DU CHAPERON VERT;;;94250;GENTILLY;FRANCE;48.813103;2.333885;Géocodé au numéro;3631;17312A;;94037;48.813103, 2.333885;94
L ETANG LA VILLE BP;Bureau de Poste;24 RUE JEAN MERMOZ;;;78620;L ETANG LA VILLE;FRANCE;48.869198;2.071669;Géocodé au numéro;3631;14945A;;78224;48.869198, 2.071669;78
CESSON BP;Bureau de Poste;55 RUE DES JONQUILLES;;;77240;CESSON;FRANCE;48.562222;2.601295;Géocodé au numéro;3631;14662A;;77067;48.562222, 2.601295;77
VIVAL RELAIS POSTE URBAIN AP;Relais poste commerçant;123 AVENUEJEAN JAURES;Vival by casino;;92120;MONTROUGE;FRANCE;;;Géocodé au centre de la commune;3631;11582D;17087A;92049;;92
FLEURY EN BIERE AP;Agence postale communale;8 RUE DU CARDINAL RICHELIEU;;;77930;FLEURY EN BIERE;FRANCE;48.449991;2.548726;Géocodé au milieu de la rue;3631;14719A;14701A;77185;48.449991, 2.548726;77
PROXI RELAIS POSTE URBAIN AP;Relais poste commerçant;20 AVENUE BENOIT FRACHON;;;92000;NANTERRE;FRANCE;48.8949;2.1916;Géocodé au numéro;3631;11580D;17088A;92050;48.8949, 2.1916;92
